나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
30,2,1,1,1,1,2,2,5,3.588235294,3.5,3.8,3.5,0,0,3555,1580,3555,1580,118.5,119,10,4
27,2,2,5,2,1,1,2,1,4.117647059,4.5,3.8,3.75,0,0,1095,365,1095,365,36.5,37,4,3
26,2,2,1,2,1,1,2,1,3.705882353,3.5,4.4,3.25,0,0,545,545,545,545,18.16666667,18,2,2
40,2,1,1,2,1,2,2,1,3.882352941,3.625,4.2,4,0,0,4380,3650,4380,3650,146,146,13,4
31,2,2,5,2,2,1,2,1,3.882352941,3.75,4,4,0,0,2280,2280,2280,2280,76,76,7,4
26,2,2,1,2,2,1,2,1,4.117647059,4,4.4,4,0,0,1155,545,1155,545,38.5,39,4,3
28,2,2,5,3,2,1,3,1,3.117647059,3.125,3,3.25,1,1,3315,575,2843,103,94.76666667,95,8,4
26,2,2,1,2,2,1,2,1,3.470588235,3.5,3.6,3.25,1,1,1185,1185,764,764,25.46666667,25,3,2
24,2,2,2,2,2,1,4,1,5,5,5,5,0,0,60,60,60,60,2,2,1,1
25,2,2,5,2,2,1,3,1,3.588235294,3.625,3.6,3.5,1,1,1335,425,1151,241,38.36666667,38,4,3
26,2,2,5,2,1,1,1,1,3.470588235,3.25,3.4,4,0,0,665,665,665,665,22.16666667,22,2,2
32,2,2,2,2,1,2,3,1,3.823529412,4,3.6,3.75,0,0,2795,1095,2795,1095,93.16666667,93,8,4
32,2,2,5,2,1,2,3,3,4,3.75,4.4,4,0,0,2920,90,2920,90,97.33333333,97,9,4
29,2,2,5,2,1,1,2,3,3.529411765,3.5,3.6,3.5,0,0,1640,365,1640,365,54.66666667,55,6,3
34,2,1,5,1,2,2,3,2,4,4.25,4.2,3.25,0,0,2035,1030,2035,1030,67.83333333,68,7,3
27,2,1,5,2,2,1,3,3,3.705882353,3.625,4,3.5,0,0,2065,2065,2065,2065,68.83333333,69,7,3
26,2,2,5,2,2,1,2,1,3.352941176,3.625,3.4,2.75,0,0,2950,395,2950,395,98.33333333,98,9,4
27,2,2,5,2,1,2,2,3,3.882352941,3.875,4.4,3.25,0,0,970,605,970,605,32.33333333,32,3,2
25,2,2,5,2,2,2,2,1,3.882352941,3.75,3.8,4.25,0,0,1155,1155,1155,1155,38.5,39,4,3
29,2,2,5,2,1,1,3,1,3.176470588,3,3.4,3.25,0,0,1095,1095,1095,1095,36.5,37,4,3
27,2,2,5,2,2,1,2,1,3.823529412,3.75,4.4,3.25,0,0,455,30,455,30,15.16666667,15,2,2
27,2,2,5,2,2,2,3,1,3.058823529,2.875,3.4,3,0,0,2250,1335,2250,1335,75,75,7,4
27,2,1,5,2,1,1,2,4,3,3,3,3,0,0,2190,365,2190,365,73,73,7,4
31,2,2,3,2,1,1,3,5,3.647058824,3.375,3.8,4,0,0,1825,365,1825,365,60.83333333,61,7,3
29,2,2,5,2,1,1,3,5,3.529411765,3.375,3.8,3.5,0,0,2220,1155,2220,1155,74,74,7,4
30,2,2,5,2,1,1,3,1,3.529411765,3.25,3.8,3.75,0,0,1700,210,1700,210,56.66666667,57,6,3
29,2,2,5,1,1,1,2,1,3.823529412,3.625,4.2,3.75,0,0,2950,300,2950,300,98.33333333,98,9,4
24,2,2,1,2,1,1,3,5,5,5,5,5,1,1,1915,395,1869,349,62.3,62,7,3
35,2,1,1,1,2,2,3,1,3.882352941,3.75,4.2,3.75,0,0,1460,1095,1460,1095,48.66666667,49,6,3
33,2,1,5,2,2,2,2,1,4,3.375,4.4,4.75,0,0,3345,1125,3345,1125,111.5,112,10,4
30,2,2,1,1,2,1,2,1,3.705882353,3.625,4,3.5,0,0,1275,1155,1275,1155,42.5,43,4,3
29,2,2,5,2,2,1,3,1,3.882352941,4.25,4,3,0,0,1855,1640,1855,1640,61.83333333,62,7,3
27,2,2,5,2,2,2,3,1,3.411764706,3.5,3.4,3.25,0,0,2885,2885,2885,2885,96.16666667,96,8,4
27,2,2,5,2,1,1,3,1,2.941176471,2.875,3.4,2.5,0,0,3315,3315,3315,3315,110.5,111,10,4
34,2,1,1,1,2,1,2,1,3.529411765,3.5,3.6,3.5,1,1,2705,455,2506,256,83.53333333,84,7,4
31,2,1,2,2,1,1,3,1,3.647058824,3.5,4,3.5,0,0,1640,1640,1640,1640,54.66666667,55,6,3
28,2,2,5,2,2,1,2,3,3.470588235,3.125,4.2,3.25,0,0,1550,180,1550,180,51.66666667,52,6,3
26,2,2,5,2,1,1,2,1,3.705882353,3.625,4.2,3.25,1,1,2220,2220,2189,2189,72.96666667,73,7,4
29,2,1,5,2,1,2,2,1,4,4.25,4,3.5,0,1,2885,940,2686,741,89.53333333,90,8,4
33,2,2,5,1,2,1,3,1,4.235294118,4,4.8,4,0,0,3525,330,3525,330,117.5,118,10,4
27,2,2,1,2,1,1,3,1,3.882352941,4.375,3.6,3.25,0,0,2220,1855,2220,1855,74,74,7,4
31,2,2,5,1,1,1,2,1,3.352941176,3.125,3.2,4,0,0,1825,635,1825,635,60.83333333,61,7,3
30,2,2,1,2,1,1,2,3,3.588235294,3.5,4,3.25,0,0,1335,820,1335,820,44.5,45,4,3
26,2,2,5,1,1,1,1,1,4.058823529,4.5,3.8,3.5,0,0,60,60,60,60,2,2,1,1
25,2,2,5,2,1,1,3,1,3.294117647,3.25,3.4,3.25,0,0,730,730,730,730,24.33333333,24,2,2
28,2,2,3,1,1,2,2,5,4.235294118,4.5,4.2,3.75,0,0,3315,1520,3315,1520,110.5,111,10,4
25,2,2,5,1,2,2,2,4,3.352941176,3,4,3.25,0,0,1490,760,1490,760,49.66666667,50,6,3
27,2,2,1,2,1,2,1,1,4.647058824,5,4.4,4.25,0,0,880,545,880,545,29.33333333,29,3,2
42,2,1,1,1,1,2,2,1,3.411764706,3.125,3.8,3.5,0,0,3650,730,3650,730,121.6666667,122,11,4
26,2,2,1,1,1,2,2,1,3.529411765,3.75,3.2,3.5,0,0,1855,1855,1855,1855,61.83333333,62,7,3
25,2,2,5,2,1,1,2,1,3.647058824,3.75,3.8,3.25,1,1,635,695,216,276,7.2,7,1,1
32,2,2,1,1,2,1,2,1,3.529411765,3.75,3.2,3.5,0,0,3190,1185,3190,1185,106.3333333,106,9,4
27,2,1,5,1,2,2,2,1,3.882352941,3.625,4.6,3.5,1,1,1885,790,1481,386,49.36666667,49,6,3
25,2,2,5,2,1,1,3,1,3.764705882,3.625,4,3.75,0,0,1000,1000,1000,1000,33.33333333,33,3,2
27,2,2,3,1,2,2,2,1,3.235294118,3.125,3.2,3.5,0,0,3315,1215,3315,1215,110.5,111,10,4
28,2,2,5,1,2,1,3,5,3.882352941,3.875,4,3.75,0,0,3315,1640,3315,1640,110.5,111,10,4
29,2,2,5,2,2,1,1,1,4.352941176,4.375,4.2,4.5,0,0,910,365,910,365,30.33333333,30,3,2
29,2,2,5,2,2,1,2,3,4.117647059,4.375,4.2,3.5,1,1,3220,455,2740,-25,91.33333333,91,8,4
33,2,2,5,2,1,2,2,1,3.470588235,3.625,3.4,3.25,1,1,4075,1125,3816,866,127.2,127,11,4
28,2,2,5,1,2,2,3,5,3.823529412,3.75,4.2,3.5,0,0,1825,120,1825,120,60.83333333,61,7,3
29,2,2,5,2,1,2,3,1,3.941176471,4,4,3.75,0,0,1095,1125,1095,1125,36.5,37,4,3
28,2,2,1,2,1,2,2,4,3.176470588,3.25,3.2,3,0,0,2825,1730,2825,1730,94.16666667,94,8,4
28,2,2,5,2,1,1,2,5,4,4,4,4,1,1,2310,545,2099,334,69.96666667,70,7,3
28,2,2,3,1,1,1,2,1,3.588235294,3.5,4,3.25,0,0,3220,1760,3220,1760,107.3333333,107,9,4
39,2,1,5,1,1,1,3,5,4,4.125,4,3.75,0,0,4380,455,4380,455,146,146,13,4
27,2,2,5,2,2,2,3,1,3.882352941,3.75,4.2,3.75,0,0,1460,730,1460,730,48.66666667,49,6,3
24,2,2,5,1,2,1,3,1,3.941176471,4,3.8,4,0,0,730,180,730,180,24.33333333,24,2,2
28,2,2,3,2,2,1,3,1,4.058823529,4,4.2,4,0,0,1460,1460,1460,1460,48.66666667,49,6,3
28,2,1,1,2,2,2,2,1,4.529411765,4,5,5,0,0,545,90,545,90,18.16666667,18,2,2
27,2,2,5,2,1,1,2,1,4,4.375,3.2,4.25,1,1,2950,515,2769,334,92.3,92,8,4
28,2,2,5,2,1,1,3,1,3,3,3,3,1,1,2950,2950,2799,2799,93.3,93,8,4
30,1,2,5,2,1,2,2,1,2.882352941,2.875,3.4,2.25,0,0,2615,2250,2615,2250,87.16666667,87,8,4
27,2,2,5,2,1,1,3,1,4,3.875,4.4,3.75,0,0,1215,850,1215,850,40.5,41,4,3
27,2,2,2,2,2,2,1,1,4,4,3.6,4.5,0,0,1460,665,1460,665,48.66666667,49,6,3
27,2,2,5,2,1,1,2,1,4.294117647,4.25,4.8,3.75,0,0,1855,1125,1855,1125,61.83333333,62,7,3
25,2,2,3,2,1,1,3,5,3.470588235,3.625,3,3.75,0,0,1030,1030,1030,1030,34.33333333,34,3,2
32,2,2,1,2,1,1,3,4,3.588235294,3.375,3.6,4,0,0,1825,365,1825,365,60.83333333,61,7,3
28,2,2,1,2,1,2,2,1,4.352941176,4.625,4.2,4,0,0,2005,2005,2005,2005,66.83333333,67,7,3
30,2,1,2,1,1,1,1,1,3.411764706,3.125,4.2,3,0,0,2555,2005,2555,2005,85.16666667,85,8,4
25,2,2,2,2,2,1,3,5,3.470588235,3.5,3.4,3.5,0,0,425,90,425,90,14.16666667,14,2,2
32,2,2,1,1,2,1,3,4,3.705882353,3.5,4,3.75,0,0,1915,665,1915,665,63.83333333,64,7,3
27,2,2,5,1,1,2,2,1,3.823529412,3.75,3.8,4,0,0,1885,455,1885,455,62.83333333,63,7,3
32,1,1,1,1,2,1,2,1,3.705882353,3.5,4,3.75,0,0,1215,150,1215,150,40.5,41,4,3
29,2,1,2,3,1,1,1,3,4.176470588,4.5,4,3.75,0,0,760,365,760,365,25.33333333,25,3,2
29,2,2,5,2,1,2,2,1,3.823529412,3.875,3.6,4,0,0,2735,1335,2735,1335,91.16666667,91,8,4
26,2,1,5,1,1,2,2,1,3.823529412,3.875,3.8,3.75,0,0,2125,575,2125,575,70.83333333,71,7,3
34,2,1,1,2,1,2,1,1,3.764705882,3.875,3.8,3.5,0,0,3070,3650,3070,3650,102.3333333,102,9,4
30,2,2,5,2,2,1,2,1,4.058823529,3.25,5,4.5,1,1,4045,2005,3591,1551,119.7,120,10,4
40,1,1,5,2,2,2,2,4,2.941176471,2.625,4,2.25,0,0,4470,1885,4470,1885,149,149,13,4
32,2,1,1,2,1,1,3,5,3.764705882,3.625,4,3.75,0,0,1275,180,1275,180,42.5,43,4,3
26,2,2,1,1,2,1,3,1,3.823529412,4.25,3.2,3.75,0,0,545,545,545,545,18.16666667,18,2,2
31,2,2,5,2,2,1,2,1,3.588235294,3.5,4,3.25,0,0,2220,455,2220,455,74,74,7,4
24,2,2,2,2,2,1,3,1,3.647058824,3.375,4.2,3.5,0,0,365,365,365,365,12.16666667,12,1,1
25,2,2,1,2,1,2,3,1,3.941176471,3.75,4.2,4,0,0,30,30,30,30,1,1,1,1
30,2,2,1,2,2,2,3,4,3.941176471,4,4,3.75,0,0,4045,3800,4045,3800,134.8333333,135,12,4
32,2,1,2,2,1,1,3,1,3.117647059,3.375,3.2,2.5,0,0,2095,1760,2095,1760,69.83333333,70,7,3
32,2,2,5,2,1,2,3,1,4,3.875,4.2,4,0,0,3650,820,3650,820,121.6666667,122,11,4
25,2,1,3,1,2,2,2,1,3.470588235,3.25,3.8,3.5,0,0,1825,1460,1825,1460,60.83333333,61,7,3
41,2,1,2,1,1,1,2,1,4.176470588,4.5,3.8,4,0,0,1825,515,1825,515,60.83333333,61,7,3
30,2,1,5,2,1,1,2,5,4,4.125,3.8,4,0,0,2190,365,2190,365,73,73,7,4
26,1,2,5,2,1,1,1,1,3.823529412,3.75,4,3.75,0,0,60,60,60,60,2,2,1,1
28,2,2,5,2,2,2,2,1,3.588235294,3.75,3.6,3.25,0,0,1825,1825,1825,1825,60.83333333,61,7,3
30,2,2,1,2,2,2,2,1,4.235294118,4.5,3.8,4.25,1,1,2220,2220,1779,1779,59.3,59,6,3
30,2,2,5,2,2,1,2,1,3.294117647,3.125,3.8,3,0,0,1155,1155,1155,1155,38.5,39,4,3
28,2,2,5,2,1,1,2,1,3.823529412,3.75,3.8,4,0,0,2555,240,2555,240,85.16666667,85,8,4
31,2,1,5,2,1,2,1,1,3.882352941,3.875,4.4,3.25,0,0,2190,1095,2190,1095,73,73,7,4
27,2,2,5,1,1,1,3,5,4.117647059,4,4.4,4,0,0,2065,90,2065,90,68.83333333,69,7,3
30,2,1,5,2,1,1,2,1,4,4.25,3.8,3.75,0,0,2555,1825,2555,1825,85.16666667,85,8,4
26,2,2,1,2,1,1,3,1,3.529411765,3.625,3.4,3.5,0,0,1095,1095,1095,1095,36.5,37,4,3
26,2,2,3,2,2,2,2,4,3.882352941,3.875,4,3.75,0,0,1855,1855,1855,1855,61.83333333,62,7,3
26,2,2,5,2,1,1,2,1,3.470588235,3.125,3.8,3.75,0,0,1670,1670,1670,1670,55.66666667,56,6,3
30,2,1,1,2,2,2,2,1,3.882352941,3.375,4,4.75,0,0,970,635,970,635,32.33333333,32,3,2
32,2,1,5,1,2,2,2,2,4.058823529,4.125,4.2,3.75,0,0,3495,1520,3495,1520,116.5,117,10,4
33,1,1,5,2,1,2,2,4,3.705882353,3.625,3.6,4,0,0,2250,730,2250,730,75,75,7,4
32,2,2,5,1,1,2,3,5,3.529411765,3,4.2,3.75,0,0,4135,1245,4135,1245,137.8333333,138,12,4
25,2,2,3,2,1,2,2,1,4.294117647,4,4.4,4.75,0,0,1215,1215,1215,1215,40.5,41,4,3
27,2,2,1,2,1,1,4,3,3.294117647,3.25,3.6,3,0,0,3495,1030,3495,1030,116.5,117,10,4
29,2,1,5,2,1,1,3,1,3.647058824,3.875,3.2,3.75,0,0,1640,1640,1640,1640,54.66666667,55,6,3
27,2,2,5,2,1,1,2,5,3.352941176,3.125,3.6,3.5,0,0,2190,365,2190,365,73,73,7,4
27,2,2,5,2,2,1,2,1,3.058823529,3.25,3,2.75,1,1,2220,820,1625,225,54.16666667,54,6,3
26,2,2,5,2,2,1,4,1,4.058823529,3.875,4.8,3.5,0,0,730,150,730,150,24.33333333,24,2,2
34,1,2,4,2,2,2,2,1,3.529411765,3.5,3.2,4,1,1,1185,455,1095,365,36.5,37,4,3
29,2,2,5,2,2,2,2,1,3.352941176,3.5,3.4,3,0,0,2220,2220,2220,2220,74,74,7,4
26,2,2,5,1,2,1,4,1,4.117647059,4.375,3.4,4.5,0,0,2585,1395,2585,1395,86.16666667,86,8,4
27,2,2,1,1,1,2,2,1,3.058823529,3.5,3,2.25,0,0,2190,1155,2190,1155,73,73,7,4
27,2,2,1,2,1,2,2,4,3.470588235,3.375,3.8,3.25,0,0,395,395,395,395,13.16666667,13,2,2
28,2,2,5,2,1,2,3,1,3.705882353,4,3.8,3,0,0,1155,395,1155,395,38.5,39,4,3
27,2,2,2,2,1,2,3,1,3.411764706,3.625,3.2,3.25,0,0,2220,1855,2220,1855,74,74,7,4
25,2,2,5,2,2,2,2,3,3.882352941,3.75,4.2,3.75,0,0,425,425,425,425,14.16666667,14,2,2
30,2,2,5,2,1,1,3,6,3.705882353,3.75,3.8,3.5,0,0,1460,1460,1460,1460,48.66666667,49,6,3
32,2,1,1,2,1,2,2,5,3.764705882,3.75,3.8,3.75,0,0,2555,730,2555,730,85.16666667,85,8,4
25,2,2,1,2,2,1,3,1,3.941176471,4.125,3.8,3.75,0,0,1095,0,1095,0,36.5,37,4,3
40,2,1,5,1,1,1,2,3,4,3.75,4.2,4.25,0,0,1365,1365,1365,1365,45.5,46,4,3
30,1,2,5,1,1,2,1,3,3.823529412,3.75,4,3.75,0,0,2585,1855,2585,1855,86.16666667,86,8,4
25,2,2,5,2,1,1,3,1,3.882352941,3.75,4,4,0,0,1730,850,1730,850,57.66666667,58,6,3
27,2,2,5,2,1,2,2,1,4.235294118,4.5,4,4,0,0,2035,2035,2035,2035,67.83333333,68,7,3
26,2,2,1,2,1,1,3,1,3.647058824,3.75,3.8,3.25,0,0,940,940,940,940,31.33333333,31,3,2
52,2,1,3,1,1,2,2,1,2.941176471,2.875,3.4,2.5,0,0,5475,790,5475,790,182.5,183,16,4
28,2,2,5,2,2,1,1,1,3.823529412,4.125,3.8,3.25,0,0,2035,1670,2035,1670,67.83333333,68,7,3
31,2,2,5,1,2,1,2,1,3.764705882,3.625,4,3.75,0,0,2190,150,2190,150,73,73,7,4
29,2,2,5,2,2,1,2,1,3.882352941,4.375,3.6,3.25,1,1,2980,820,2205,45,73.5,74,7,4
28,2,1,1,1,1,1,2,1,3.647058824,3.5,3.8,3.75,0,0,2250,2250,2250,2250,75,75,7,4
24,2,2,5,2,1,2,3,1,3.352941176,3.25,3.6,3.25,1,1,1125,665,533,73,17.76666667,18,2,2
27,2,2,5,2,2,1,3,3,3.764705882,3.5,4,4,0,0,1490,60,1490,60,49.66666667,50,6,3
26,2,2,5,2,2,1,3,1,3.705882353,3.625,4.2,3.25,0,0,2250,2005,2250,2005,75,75,7,4
33,2,1,1,2,1,2,3,1,3.882352941,4,3.8,3.75,0,0,4015,2035,4015,2035,133.8333333,134,12,4
30,2,2,5,2,1,1,3,1,3.588235294,3.625,3.4,3.75,0,0,2920,455,2920,455,97.33333333,97,9,4
26,2,2,5,2,1,1,3,1,3.764705882,3.625,3.8,4,0,0,1095,730,1095,730,36.5,37,4,3
27,2,2,5,1,1,2,2,5,3.352941176,3,3.8,3.5,0,0,2520,850,2520,850,84,84,7,4
23,2,2,1,2,1,2,3,5,3.176470588,3,3.2,3.5,0,0,120,120,120,120,4,4,1,1
42,2,2,1,1,2,1,2,1,3.764705882,3.75,4,3.5,1,1,2220,575,1945,300,64.83333333,65,7,3
23,2,2,1,2,1,1,4,1,4.176470588,4.875,4,3,0,0,180,30,180,30,6,6,1,1
26,2,2,5,2,2,1,3,1,3.588235294,3.375,4.2,3.25,0,0,1095,270,1095,270,36.5,37,4,3
28,2,2,5,2,2,1,2,4,3.588235294,3.375,3.6,4,0,0,605,605,605,605,20.16666667,20,2,2
29,2,2,3,2,2,1,2,1,3.411764706,3.375,3.8,3,0,0,2855,515,2855,515,95.16666667,95,8,4
28,2,2,5,2,1,2,2,1,3.764705882,3.75,4,3.5,0,0,3555,2460,3555,2460,118.5,119,10,4
26,2,2,5,2,2,1,1,1,3.705882353,3.375,4,4,0,0,1700,395,1700,395,56.66666667,57,6,3
29,2,2,5,2,2,1,3,5,2.823529412,2.375,3.2,3.25,1,1,1365,545,1091,271,36.36666667,36,3,2
33,2,1,1,2,1,1,3,1,3.529411765,4,2.8,3.5,0,0,2220,760,2220,760,74,74,7,4
28,2,2,2,2,2,1,3,1,3.705882353,3.75,3.8,3.5,0,0,1825,1460,1825,1460,60.83333333,61,7,3
30,2,2,5,1,1,2,2,1,4,4,4.4,3.5,0,0,2920,425,2920,425,97.33333333,97,9,4
34,2,1,3,1,1,2,2,1,3.529411765,3.625,3.8,3,1,1,2855,760,2322,227,77.4,77,7,4
33,2,1,5,2,2,1,2,1,3.823529412,3.75,4.4,3.25,0,0,1915,455,1915,455,63.83333333,64,7,3
31,2,1,5,1,2,1,3,1,3.294117647,3,3.6,3.5,0,0,3315,940,3315,940,110.5,111,10,4
24,2,2,5,2,2,1,3,1,4.058823529,4.125,4,4,1,1,880,455,709,284,23.63333333,24,2,2
28,2,2,5,1,2,1,2,5,3.352941176,3.5,3.6,2.75,0,0,2095,1185,2095,1185,69.83333333,70,7,3
32,2,1,5,1,1,1,3,5,4.058823529,3.875,4.4,4,0,0,3285,365,3285,365,109.5,110,10,4
26,2,2,5,1,1,1,3,4,3.352941176,3.375,3.4,3.25,0,0,1275,545,1275,545,42.5,43,4,3
30,2,1,2,2,1,1,2,1,3.411764706,3.25,3.8,3.25,0,0,730,730,730,730,24.33333333,24,2,2
27,2,2,5,2,2,2,2,1,3.764705882,3.5,4,4,0,0,1395,1395,1395,1395,46.5,47,4,3
39,2,1,1,1,2,1,2,4,3.294117647,3,3.8,3.25,0,0,1550,575,1550,575,51.66666667,52,6,3
37,2,1,1,1,1,2,2,1,4,4,4,4,0,0,3465,1245,3465,1245,115.5,116,10,4
33,2,2,1,1,1,2,1,4,2.882352941,2.875,3.2,2.5,0,0,4135,3830,4135,3830,137.8333333,138,12,4
35,2,1,5,1,2,2,2,1,3,3,3,3,0,0,3740,1885,3740,1885,124.6666667,125,11,4
33,2,1,1,1,2,2,2,1,4,4.25,3.8,3.75,0,0,1640,1640,1640,1640,54.66666667,55,6,3
25,2,2,2,2,2,1,3,5,3.294117647,3.375,3.6,2.75,1,1,2675,485,2555,365,85.16666667,85,8,4
28,2,2,5,1,2,2,2,1,2.941176471,3,3,2.75,0,0,1640,1275,1640,1275,54.66666667,55,6,3
29,2,2,1,1,1,1,2,3,3.117647059,3.125,3.4,2.75,0,0,1610,1460,1610,1460,53.66666667,54,6,3
23,2,2,5,2,1,1,3,1,3.411764706,3.25,3.6,3.5,0,0,210,150,210,150,7,7,1,1
27,2,1,5,1,2,2,2,1,4.176470588,3.875,4.8,4,0,0,1730,60,1730,60,57.66666667,58,6,3
30,2,2,1,2,1,2,2,1,3.882352941,3.75,4,4,0,0,2555,365,2555,365,85.16666667,85,8,4
33,2,1,2,2,2,1,3,1,2.705882353,2.5,2.6,3.25,0,0,730,730,730,730,24.33333333,24,2,2
25,2,2,5,1,2,2,2,1,3.529411765,3.625,3.6,3.25,0,0,2250,2220,2250,2220,75,75,7,4
24,2,2,5,2,2,1,3,1,3.588235294,3.625,3.4,3.75,1,1,820,820,164,164,5.466666667,5,1,1
27,2,2,5,1,2,2,3,1,3.470588235,3.5,3.6,3.25,0,0,3315,1885,3315,1885,110.5,111,10,4
30,2,2,1,2,1,2,3,1,3.529411765,3.375,3.8,3.5,0,0,2615,1490,2615,1490,87.16666667,87,8,4
36,1,1,1,1,2,1,1,1,3.588235294,3.625,3.8,3.25,1,1,2400,820,1897,317,63.23333333,63,7,3
32,1,2,3,2,2,2,2,1,3.705882353,4,3.4,3.5,0,0,4135,1550,4135,1550,137.8333333,138,12,4
30,2,2,1,2,1,1,3,1,3.352941176,3.125,3.8,3.25,0,0,1975,1975,1975,1975,65.83333333,66,7,3
34,2,1,5,1,2,1,3,1,3.411764706,3.625,3.2,3.25,0,0,4745,455,4745,455,158.1666667,158,14,4
42,1,1,1,2,2,2,2,1,3.882352941,3.625,4.2,4,0,0,6535,3345,6535,3345,217.8333333,218,19,4
25,2,2,5,2,2,1,2,1,3.588235294,3.5,4.2,3,0,0,1520,1125,1520,1125,50.66666667,51,6,3
30,2,2,1,1,1,2,4,1,3.588235294,4.25,3.2,2.75,0,0,2885,1885,2885,1885,96.16666667,96,8,4
29,2,2,5,1,2,2,2,1,4.176470588,3.75,4.8,4.25,0,0,1855,1855,1855,1855,61.83333333,62,7,3
37,2,1,1,1,1,2,3,1,3.529411765,3.375,3.6,3.75,0,0,4045,3315,4045,3315,134.8333333,135,12,4
31,2,2,1,2,2,2,2,1,3.882352941,3.75,4.2,3.75,0,0,2555,1335,2555,1335,85.16666667,85,8,4
27,2,2,2,2,1,1,3,1,4,4.125,4,3.75,0,0,3375,1550,3375,1550,112.5,113,10,4
25,2,1,1,1,1,2,3,3,3.588235294,3.625,3.4,3.75,0,0,1490,605,1490,605,49.66666667,50,6,3
30,2,2,1,2,1,1,2,1,3.882352941,4,3.6,4,0,0,1580,1580,1580,1580,52.66666667,53,6,3
34,2,1,1,1,1,2,3,5,4.058823529,4.125,4,4,0,0,4015,730,4015,730,133.8333333,134,12,4
29,2,2,5,2,2,1,3,1,3.294117647,3.125,3.6,3.25,0,0,2555,730,2555,730,85.16666667,85,8,4
28,2,2,1,1,1,2,2,1,4.411764706,4.375,4.6,4.25,0,0,1610,485,1610,485,53.66666667,54,6,3
30,2,2,2,2,1,2,2,1,3.058823529,3,3.6,2.5,0,0,2645,1275,2645,1275,88.16666667,88,8,4
30,2,1,5,2,2,1,2,1,4.117647059,3.625,4.4,4.75,0,0,2430,695,2430,695,81,81,7,4
31,1,2,1,2,1,2,2,1,3.647058824,3.75,3.8,3.25,0,0,3680,2220,3680,2220,122.6666667,123,11,4
25,2,2,5,2,2,2,1,1,3.705882353,4,3.2,3.75,0,0,1125,545,1125,545,37.5,38,4,3
26,2,2,5,2,1,1,2,3,4,4,4,4,0,0,1125,1490,1125,1490,37.5,38,4,3
37,2,1,5,1,1,1,2,1,3.352941176,3.25,3.8,3,0,0,910,910,910,910,30.33333333,30,3,2
27,2,2,1,2,2,1,3,1,3.941176471,3.875,4,4,1,1,2310,395,2252,337,75.06666667,75,7,4
24,2,2,5,2,2,1,3,1,3.352941176,3.625,3.4,2.75,1,1,2155,910,1574,329,52.46666667,52,6,3
26,2,2,1,2,2,1,2,1,4.117647059,4.375,3.8,4,0,0,850,850,850,850,28.33333333,28,3,2
28,2,1,1,2,1,1,3,1,4.294117647,4.25,4.4,4.25,0,0,2250,120,2250,120,75,75,7,4
29,2,1,5,2,1,1,3,1,4.058823529,4,4.4,3.75,0,0,2340,2340,2340,2340,78,78,7,4
27,2,2,5,2,2,1,2,1,4.117647059,4.375,3.8,4,1,1,1975,940,1258,223,41.93333333,42,4,3
25,2,2,1,2,1,1,2,1,4.117647059,4.125,4.2,4,0,0,330,240,330,240,11,11,1,1
32,2,1,5,2,1,2,1,1,4.294117647,4.375,4.2,4.25,0,0,1825,730,1825,730,60.83333333,61,7,3
27,2,2,5,1,1,2,2,2,3.352941176,3,3.8,3.5,0,0,1460,760,1460,760,48.66666667,49,6,3
26,2,2,5,2,1,2,3,1,3.764705882,3.625,4,3.75,0,0,1520,1520,1520,1520,50.66666667,51,6,3
27,2,2,5,2,2,2,2,1,3.882352941,3.875,3.8,4,0,0,2735,665,2735,665,91.16666667,91,8,4
27,2,2,5,2,2,1,3,4,3.588235294,3.375,4,3.5,1,1,2980,545,2787,352,92.9,93,8,4
26,2,2,1,2,1,1,2,1,3.941176471,3.875,4,4,1,1,2035,2035,1978,1978,65.93333333,66,7,3
39,2,1,2,2,1,2,2,1,3,3,3,3,0,0,5475,1460,5475,1460,182.5,183,16,4
33,2,2,1,2,1,1,3,1,3.352941176,3.5,3.4,3,0,0,2125,1095,2125,1095,70.83333333,71,7,3
27,2,2,2,2,1,1,4,1,3.941176471,4,4,3.75,0,0,1215,790,1215,790,40.5,41,4,3
29,2,2,5,1,1,2,2,1,3.705882353,3.625,3.6,4,0,0,1215,1885,1215,1885,40.5,41,4,3
29,2,2,5,2,1,2,2,2,2.882352941,3,3.4,2,0,0,2855,2855,2855,2855,95.16666667,95,8,4
26,2,1,5,2,1,1,3,1,3.882352941,3.875,4,3.75,0,0,2520,760,2520,760,84,84,7,4
26,2,2,5,1,1,1,2,1,3.882352941,3.75,4.4,3.5,0,0,2095,1000,2095,1000,69.83333333,70,7,3
29,2,2,5,1,2,2,2,1,4.823529412,5,4.4,5,0,0,1460,120,1460,120,48.66666667,49,6,3
27,2,2,1,2,1,1,3,1,4.235294118,4.25,4.2,4.25,0,0,1490,210,1490,210,49.66666667,50,6,3
35,2,1,5,1,2,2,2,3,3.882352941,3.875,4.2,3.5,0,0,2095,1245,2095,1245,69.83333333,70,7,3
27,1,2,5,2,2,1,2,1,2.588235294,2.625,2.6,2.5,0,0,545,545,545,545,18.16666667,18,2,2
